 			第七部
寒	平	P:十四寒	第七部
寓	去	Q:七遇	第四部
寔	入	R:十三职	
寘	去	Q:四寘	第三部
寙	上	S:七麌	
寝	上	S:二十六寝	第十三部
寞	入	R:十药	第十六部
察	入	R:八黠	第十八部
寠	平	P:十一尤	
寡	上	S:二十一马	第十部
寤	去	Q:七遇	第四部
寥	平	P:二萧	第八部
寨	去	Q:十卦	第五部
寮	平	P:二萧	第八部
寰	平	P:十五删	第七部
寱	去	Q:八霁	
寸	去	Q:十四愿	第六部
对	去	Q:十一队	第三部
寺	去	Q:四寘	第三部
寻	平	P:十二侵	第十三部
导	去	Q:二十号	第八部
寿	上去	S:二十五有,Q:二十六宥	第十二部
封	平去	P:二冬,Q:二宋	第一部
射	去入	Q:二十二祃,R:十一陌	第十部,第十七部
将	平去	P:七阳,Q:二十三漾	第二部
尉	去入	Q:五未,R:五物	第三部,第十八部
尊	平	P:十三元	第六部
小	上	S:十七筱	第八部
少	上去	S:十七筱,Q:十八啸	第八部
尔	上	S:四纸	第三部
尖	平	P:十四盐	第十四部
尘	平	P:十一真	第六部
尚	去	Q:二十三漾	第二部
尝	平	P:七阳	第二部
尤	平	P:十一尤	第十二部
尧	平	P:二萧	第八部
尨	平	P:三江	
就	去入	Q:二十六宥,R:一屋	第十二部
尸	平	P:四支	第三部
尹	上	S:十一轸	第六部
尺	入	R:十一陌	第十七部
尻	平	P:四豪	第八部
尼	平入	P:四支,R:四质	第三部
尽	上	S:十一轸	第六部
尾	上	S:五尾	第三部
尿	去	Q:十八啸	第三部,第八部
局	入	R:二沃	第十五部
层	平	P:十蒸	第十一部
屃	去	Q:四寘	
居	平	P:四支,P:六鱼	第四部
屈	入	R:五物	第十八部
屉	去	Q:八霁	第三部
届	去	Q:十卦	第五部
屋	入	R:一屋	第十五部
屏	平上	P:九青,S:二十三梗	第十一部
屐	入	R:十一陌	第十七部
屑	入	R:九屑	第十八部
展	上	S:十六铣	第七部
屝	去	Q:五未	
属	去入	Q:七遇,R:二沃	第十五部
屠	平	P:六鱼,P:七虞	第四部
屡	去	Q:七遇	
屣	上去	S:四纸,Q:四寘	第三部
履	上	S:四纸	第三部
屦	去	Q:七遇	第四部
屧	入	R:十六叶	
屯	平	P:十一真,P:十三元	第六部
山	平	P:十五删	第七部
屴	入	R:十三职	
屹	入	R:五物	第十八部
屺	上	S:四纸	
屼	入	R:六月	
屿	上	S:六语	第四部
岁	去	Q:八霁	第三部
岂	上	S:五尾	第三部
岈	平	P:六麻	
岉	入	R:五物	
岊	入	R:九屑	
岌	入	R:十四缉,R:十六叶	第十七部
岍	平	P:一先	
岏	平	P:十四寒	
岐	平	P:四支	第三部
岑	平	P:十二侵	第十三部
岖	平	P:七虞	第四部
岘	上	S:十六铣	第七部
岚	平	P:十三覃	第十四部
岛	上	S:十九皓	第八部
岝	入	R:十药	
岠	上	S:六语	
岣	平	P:七虞	
岦	入	R:十四缉	
岧	平	P:二萧	第八部
岨	平	P:六鱼	
岩	平	P:十五咸	第十四部
岫	去	Q:二十六宥	第十二部
岭	上	S:二十三梗	第十一部
岯	平	P:四支	
岰	上	S:二十五有	
岱	去	Q:十一队	第五部
岳	入	R:三觉	第十六部
岵	上	S:七麌	
岷	平	P:十一真	第六部
岸	去	Q:十五翰	第七部
岿	上去	S:四纸,Q:四寘	第三部
峃	入	R:三觉	
峄	入	R:十一陌	第十七部
峋	平	P:十一真	第六部
峐	平	P:十灰	
峒	平上去	P:一东,S:一董,Q:一送	第一部
峓	平	P:四支	
峗	平	P:四支	
峘	平	P:十四寒,P:十蒸	
峙	上	S:四纸	第三部
峡	入	R:十七洽	第十九部
峣	平	P:二萧	第八部
峤	平去	P:二萧,Q:十八啸	第八部
峥	平	P:八庚	第十一部
峦	平	P:十四寒	第七部
峨	平上	P:五歌,S:二十哿	第九部
峭	去	Q:十八啸	第八部
峰	平	P:二冬	第一部
峱	平	P:四豪	
峻	去	Q:十二震	第六部
峿	上	S:六语	
崃	平	P:十灰	
崄	平上	P:十四盐,S:二十八琰	
崆	平	P:一东	第一部
崇	平	P:一东	第一部
崋	去	Q:二十二祃	
崎	平	P:四支	第三部
崑	平	P:十三元	
崒	入	R:四质,R:六月	
崔	平	P:十灰	第三部
崖	平	P:四支,P:九佳	第三部,第五部
崚	平	P:十蒸	第十一部
崛	入	R:五物,R:六月	第十八部
崟	平	P:十二侵	
崤	平	P:三肴	第八部
崥	平	P:四支	
崦	平上	P:十四盐,S:二十八琰	第十四部
崩	平	P:十蒸	第十一部
崭	平	P:十五咸	第十四部
崱	入	R:十三职	
崵	上	S:二十二养	
崺	上	S:四纸	
崽	平	P:九佳	第五部
崿	入	R:十药	
嵁	平	P:十三覃	
嵂	入	R:四质	
嵃	上	S:十六铣	
嵇	平	P:八齐	第三部
嵋	平	P:四支	第三部
嵌	平上去	P:十五咸,S:二十七感,Q:二十八勘	第十四部
嵎	平	P:七虞	第四部
嵕	平	P:一东,P:三江	
嵘	平	P:八庚	第十一部
嵚	平	P:十二侵	第十三部
嵝	上去	S:七麌,S:二十五有,Q:二十六宥	
嵞	平	P:七虞	
嵩	平	P:一东	第一部
嵫	平	P:四支	
嵬	平上	P:十灰,S:十贿	第三部
嵯	平	P:四支,P:五歌	第九部
嵲	入	R:九屑	
嵴			第十七部
嵷	平上	P:一东,S:一董	
嵺	平	P:三肴	
嶂	去	Q:二十三漾	第二部
嶆	平	P:四豪	
嶈	平	P:七阳	
嶒	平	P:十蒸	第十一部
嶓	平去	P:五歌,Q:二十一个	
嶙	平上	P:十一真,S:十一轸	第六部
嶝	去	Q:二十五径	
嶞	上	S:二十哿	
嶟	平	P:十三元	
嶪	入	R:十七洽	
嶬	上	S:四纸	
嶭	入	R:七曷,R:九屑	
嶲	平上	P:八齐,S:四纸	
嶵	上	S:十贿	
嶷	平入	P:四支,R:十三职	第三部
巀	入	R:九屑	
巂	平	P:八齐	
巅	平	P:一先	第七部
巆	平	P:八庚	
巇	平	P:四支	
巉	平上	P:十五咸,S:二十九豏	第十四部
巍	平	P:五微	第三部
巑	平	P:十四寒	
川	平	P:一先	第七部
州	平	P:十一尤	第十二部
巡	平	P:十一真	第六部
巢	平	P:三肴	第八部
工	平	P:一东	第一部
左	上去	S:二十哿,Q:二十一个	第九部
巧	上	S:十八巧	第八部
巨	上	S:六语	第四部,第十一部
巩	上	S:二肿	第一部
巫	平	P:七虞	第四部
差	平	P:四支,P:九佳,P:六麻	第三部,第五部,第十部
己	上	S:四纸	
已	上	S:四纸	第三部
巳	上	S:四纸	第三部
巴	平	P:六麻	第十部
巷	去	Q:三绛	第二部
巽	去	Q:十四愿	第六部
巾	平	P:十一真	第六部
币	去	Q:八霁	第三部
市	上	S:四纸	第三部
布	去	Q:七遇	第四部
帅	入	R:四质	第三部,第十七部
帆	平去	P:十五咸,Q:三十陷	第十四部
师	平去	P:四支,Q:四寘	第三部
帊	去	Q:二十二祃	
希	平	P:五微	第三部
帏	平	P:五微	第三部
帐	去	Q:二十三漾	第二部
帑	平上	P:七虞,S:二十二养	第四部
帔	平去	P:四支,Q:四寘	第三部
帕	入	R:八黠	第十部,第十八部
帖	入	R:十六叶	第十八部
帘	平	P:十四盐	第十四部
帙	入	R:四质	第十七部
帚	上	S:二十五有	第十二部
帛	入	R:十一陌	第十七部
帜	去	Q:四寘	第三部
帝	去	Q:八霁	第三部
帟	入	R:十一陌	
帡	平	P:九青	
帢	入	R:十七洽	
帤	平	P:六鱼	
带	去	Q:九泰	第五部
帧	去	Q:二十四敬	
帨	去	Q:八霁	
帩	去	Q:十八啸	
席	入	R:十一陌	第十七部
帮	平	P:七阳	第二部
帱	平	P:四豪,P:十一尤	第十二部
帷	平	P:四支	第三部
常	平	P:七阳	第二部
帻	入	R:十一陌	第十七部
帼	入	R:十一陌	第十七部
帽	去	Q:二十号	第八部
幂	平入	P:九青,R:十二锡	第十七部
幄	入	R:三觉	第十六部
幅	入	R:一屋,R:十三职	第十五部,第十七部
幌	上	S:二十二养	第二部
幏	平	P:六麻	
幔	去	Q:十五翰	第七部
幕	入	R:十药	第十六部
幝	上	S:十六铣	
幠	平	P:七虞	
幡	平	P:十三元	第七部
幢	平去	P:三江,Q:三绛	第二部
幧	平	P:二萧	
幨	平去	P:十四盐,Q:二十九艳	
幩	平	P:十二文	
幪	平上去	P:一东,S:一董,Q:一送	
幮	平	P:七虞	
幰	上	S:十三阮	
干	平去	P:十四寒,P:一先,Q:十五翰	第七部
平	平	P:一先,P:八庚	第十一部
年	平	P:一先	第七部
幵	平	P:一先	
并	平上去	P:八庚,S:二十三梗,Q:二十四敬	第十一部
幸	上	S:二十三梗	第十一部
幻	去	Q:十六谏	第七部
幼	去	Q:二十六宥	第十二部
幽	平	P:十一尤	第十二部
广	上去	S:二十二养,Q:二十三漾	第二部
庀	上	S:四纸	
庄	平	P:七阳	第二部
庆	平去	P:七阳,Q:二十四敬	第十一部
庇	去	Q:四寘	第三部
庉	平	P:十三元	
床	平	P:七阳	第二部
庌	上	S:二十一马	
序	上	S:六语	第四部
庐	平	P:六鱼	第四部
庑	平上	P:七虞,S:七麌	第四部
库	去	Q:七遇	第四部
应	平去	P:十蒸,Q:二十五径	第十一部
底	上	S:四纸,S:八荠	第三部
庖	平	P:三肴	第八部
店	去	Q:二十九艳	第十四部
庙	去	Q:十八啸	第八部
庚	平	P:八庚	第十一部
庛	去	Q:四寘	
府	上	S:七麌	第四部
庞	平	P:一东,P:三江	第二部
废	去	Q:十一队	第三部
庠	平	P:七阳	第二部
庢	入	R:四质	
庥	平	P:十一尤	第十二部
度	去入	Q:七遇,R:十药	第四部,第十六部
座	去	Q:二十一个	第九部
庨	平	P:三肴	
庭	平去	P:九青,Q:二十五径	第十一部
庮	平上	P:十一尤,S:二十五有	
庱	平上	P:十蒸,S:二十四迥	
庳	平上去	P:四支,S:四纸,Q:四寘	
庵	平	P:十三覃	第十四部
庶	去	Q:六御	第四部
康	平	P:七阳	第二部
庸	平	P:二冬	第一部
庾	上	S:七麌	第四部
廆	上	S:十贿	
廇	去	Q:二十六宥	
廉	平	P:十四盐	第十四部
廊	平	P:七阳	第二部
廋	平上	P:十一尤,S:二十五有	
廌	上	S:四纸,S:九蟹	
廑	平去	P:十二文,Q:十二震	第六部
廓	入	R:十药	第十六部
廔	平	P:十一尤	
廖	平去	P:二萧,Q:十八啸,Q:二十六宥	第八部
廙	去入	Q:四寘,R:十三职	
廛	平	P:一先	第七部
廨	去	Q:十卦	第五部
廪	上	S:二十六寝	第十三部
廱	平	P:二冬	
延	平去	P:一先,Q:十七霰	第七部
廷	平去	P:九青,Q:二十五径	第十一部
建	去	Q:十四愿	第七部
廿	入	R:十四缉	第十七部
开	平	P:十灰	第五部
弁	平去	P:十四寒,Q:十七霰	第七部
异	去	Q:四寘	第三部
弃	去	Q:四寘	第三部
弄	去	Q:一送	第一部
弅	上	S:十二吻	
弇	平上	P:十三覃,S:二十八琰	第十四部
弈	入	R:十一陌	第十七部
弊	去	Q:八霁	第三部
弋	入	R:十三职	第十七部
式	入	R:十三职	第十七部
弓	平	P:一东	第一部
引	上去	S:十一轸,Q:十二震	第六部
弗	入	R:五物	第十八部
弘	平	P:十蒸	
弛	平上	P:四支,S:四纸	第三部
弝	去	Q:二十二祃	
弟	上去	S:八荠,Q:八霁	第三部
张	平去	P:七阳,Q:二十三漾	第二部
弢	平	P:四豪	
弣	上	S:七麌	
弥	平上	P:四支,S:四纸,S:八荠	第三部
弦	平	P:一先	第七部
弧	平	P:七虞	第四部
弨	平	P:二萧	
弩	上	S:七麌	第四部
弭	上	S:四纸	第三部
弮	平去	P:一先,Q:十七霰	
弯	平	P:十五删	第七部
弰	平	P:三肴	
弱	入	R:十药	第十六部
弸	平	P:八庚	
弹	平去	P:十四寒,Q:十五翰	第七部
强	平上	P:七阳,S:二十二养	第二部
弼	入	R:四质	第十七部
彀	去	Q:二十六宥	第十二部
归	平	P:五微	第三部
当	平去	P:七阳,Q:二十三漾	第二部
录	入	R:一屋,R:二沃	第十五部
彖	去	Q:十五翰	
彗	去	Q:四寘,Q:八霁	第三部
彘	去	Q:八霁	第三部
彝	平	P:四支	第三部
形	平	P:九青	第十一部
彤	平	P:二冬	第一部
彦	去	Q:十七霰	第七部
彧	入	R:一屋	
彩	上	S:十贿	第五部
彪	平	P:十一尤	第十二部
彬	平	P:十一真	第六部
彭	平	P:七阳,P:八庚	第十一部
彯	平去	P:二萧,Q:十八啸	
彰	平	P:七阳	第二部
影	上	S:二十三梗	第十一部
彴	入	R:十药	
彷	平去	P:七阳,Q:二十三漾	
彸	平	P:二冬	
役	入	R:十一陌	第十七部
彻	入	R:九屑	第十八部
彼	上	S:四纸	第三部
往	上	S:二十二养	第二部
征	平上	P:八庚,P:十蒸,S:四纸	第十一部
徂	平	P:七虞	第四部
径	去	Q:二十五径	第十一部
待	上	S:十贿	第五部
徇	去	Q:十二震	
很	上	S:十三阮	第六部
徉	平	P:七阳	第二部
徊	平	P:十灰	第三部
律	入	R:四质	第十七部
徐	平	P:六鱼	第四部
徒	平	P:七虞	第四部
徕	平去	P:十灰,Q:十一队	第五部
得	入	R:十三职	第十七部
徘	平	P:十灰	第三部
徙	上	S:四纸	第三部
徛	平去	P:四支,Q:四寘	
徜	平	P:七阳	
御	上去	S:六语,Q:六御	第四部
徨	平	P:七阳	第二部
循	平	P:十一真	第六部
徭			第八部
微	平	P:五微	第三部
徯	平上	P:八齐,S:八荠	
徴			第三部
德	去入	Q:四寘,R:十三职	第十七部
徼	平去	P:二萧,Q:十八啸	第八部
徽	平	P:五微	第三部
心	平	P:十二侵	第十三部
必	入	R:四质	第十七部
忆	入	R:十三职	第十七部
忉	平	P:四豪	
忌	去	Q:四寘	第三部
忍	上	S:十一轸	第六部
忏	去	Q:三十陷	第十四部
忒	入	R:十三职	第十七部
忕	去	Q:八霁	
忖	上	S:十三阮	第六部
志	去	Q:四寘	第三部
忘	平去	P:七阳,Q:二十三漾	第二部
忙	平	P:七阳	第二部
忝	上去	S:二十八琰,Q:二十九艳	第十四部
忞	平上	P:十一真,S:十二吻	
忠	平	P:一东	第一部
忡	平	P:一东	第一部
忤	去	Q:七遇	
忥	去	Q:五未	
忧	平	P:十一尤	
忪	平	P:二冬	
快	去	Q:十卦	第五部
忭	去	Q:十七霰	第七部
忮	去	Q:四寘	
忱	平	P:十二侵	第十三部
念	去	Q:十七霰,Q:二十九艳	第七部,第十四部
忸	上	S:二十五有	
忺	平	P:十四盐	
忽	入	R:六月	第十八部
忾	去	Q:五未,Q:十一队	第五部
忿	上去	S:十二吻,Q:十三问	第六部
怀	平	P:九佳	第五部
态	去	Q:十一队	第五部
怂	上	S:二肿	第一部
怃	平上	P:七虞,S:七麌	
怅	去	Q:二十三漾	第二部
怆	平上去	P:七阳,S:二十二养,Q:二十三漾	第二部
怊	平	P:二萧	
怌	平	P:四支	
怍	入	R:十药	第十六部
怎	上	S:二十六寝	第十三部
怏	平上去	P:七阳,S:二十二养,Q:二十三漾	第二部
怒	上去	S:七麌,Q:七遇	第四部
怓	平	P:三肴	
怔	平	P:八庚	
怕	去	Q:二十二祃	第十部
怖	去	Q:七遇	第四部
怗	入	R:十六叶	
怙	上	S:七麌	第四部
怚	去	Q:六御	
怛	入	R:七曷	第十八部
怜	平	P:一先	第七部
思	平去	P:四支,Q:四寘	第三部
怠	上	S:十贿	第五部
怡	平	P:四支	第三部
怤	平	P:七虞	
急	入	R:十四缉	第十七部
怦	平	P:八庚	第十一部
性	去	Q:二十四敬	第十一部
怨	平去	P:十三元,Q:十四愿	第七部
怩	平	P:四支	
怪	去	Q:十卦	第五部
怫	入	R:五物	第十八部
怭	入	R:四质	
怮	平上	P:二萧,P:十一尤,S:二十五有	
怯	入	R:十五合,R:十七洽	第十九部
怲	上去	S:二十三梗,Q:二十四敬	
怵	入	R:四质	第十七部
总	上	S:一董	第一部
怼	去	Q:四寘	
怿	入	R:十一陌	
恀	上	S:四纸	
恁	上去	S:二十六寝,Q:二十七沁	第十三部
恂	平	P:十一真	第六部
恃	上	S:四纸	第三部
恄	入	R:四质	
恅	上	S:十九皓	
恇	平	P:七阳	
恋	去	Q:十七霰	第七部
恌	平	P:二萧	
恍	上	S:二十二养	第二部
恐	上去	S:二肿,Q:二宋	第一部
恒	平	P:十蒸	第十一部
恔	上去	S:十七筱,Q:十九效	
恕	去	Q:六御	第四部
恙	去	Q:二十三漾	第二部
恚	去	Q:四寘	第三部
恞	平	P:四支	
恟	平上	P:二冬,S:二肿	
恢	平	P:十灰	第三部
恣	去	Q:四寘	第三部
恤	入	R:四质	第十七部
恧	入	R:一屋,R:十三职	
恨	去	Q:十四愿	第六部
恩	平	P:十三元	第六部
恪	入	R:十药	
恫	平上去	P:一东,S:一董,Q:一送	
恬	平	P:十四盐	第十四部
恭	平	P:二冬	
息	入	R:十三职	第十七部
恰	入	R:十七洽	第十九部
恳	上	S:十三阮	第六部
恶	平去入	P:七虞,Q:七遇,R:十药	第四部,第十六部
恸	去	Q:一送	第一部
恺	上	S:十贿	第五部
恻	入	R:十三职	第十七部
恼	上	S:十九皓	第八部
恽	上	S:十二吻	第六部
悁	平去	P:一先,Q:十七霰	
悃	上	S:十三阮	第六部
悄	上去	S:十七筱,Q:十八啸	第八部
悆	去	Q:六御	
悇	去	Q:六御	
悉	入	R:四质	第十七部
悌	上去	S:八荠,Q:八霁	第三部
悍	上去	S:十四旱,Q:十五翰	第七部
悒	入	R:十四缉	第十七部
悔	上去	S:十贿,Q:十一队	第三部
悖	去入	Q:十一队,R:六月	第三部,第十八部
悚	上	S:二肿	第一部
悛	平	P:一先	第七部
悜	上	S:二十三梗	
悝	平上	P:十灰,S:四纸	
悟	去	Q:七遇	第四部
悠	平	P:十一尤	第十二部
悢	去	Q:二十三漾	
患	平去	P:十五删,Q:十六谏	第七部
悦	入	R:九屑	第十八部
您	上	S:二十六寝	
悫	入	R:三觉	
悬	平	P:一先	第七部
悭	平	P:十五删	第七部
悯	上	S:十一轸	第六部
悰	平	P:二冬	
悱	上	S:五尾	第三部
悲	平	P:四支	第三部
悴	去	Q:四寘	第三部
悷	去	Q:八霁	
悸	去	Q:四寘	第三部
悹	上去	S:十四旱,Q:十五翰	
悻	上	S:二十三梗	第十一部
悼	去	Q:二十号	第八部
悾	平	P:一东,P:三江	
惄	入	R:十二锡	
情	平	P:八庚	第十一部
惆	平	P:十一尤	第十二部
惇	平	P:十一真,P:十三元	
惈	上	S:二十哿	
惊	平	P:八庚	第十一部
惋	去	Q:十五翰	第七部
惎	去	Q:四寘	
惑	入	R:十三职	第十七部
惓	平	P:一先	
惔	平	P:十三覃	
惕	入	R:十二锡	第十七部
惘	上	S:二十二养	第二部
惙	去入	Q:八霁,R:九屑	第十八部
惚	入	R:六月	第十八部
惛	平去	P:十三元,Q:十四愿	
惜	入	R:十一陌	第十七部
惝	上	S:二十二养	
惟	平	P:四支	第三部
惠	去	Q:八霁	第三部
惢	上	S:四纸	
惧	去	Q:七遇	第四部
惨	上	S:二十七感	第十四部
惩	平	P:十蒸	第十一部
惫	去	Q:十卦	第五部
惬	入	R:十六叶	第十八部
惭			第十四部
惮	去	Q:十五翰	第七部
惯	去	Q:十六谏	第七部
惰	上去	S:二十哿,Q:二十一个	第九部
想	上	S:二十二养	第二部
惴	去	Q:四寘	第三部
惵	入	R:十六叶	
惶	平	P:七阳	第二部
惸	平	P:八庚	
惹	上	S:二十一马	第十部
惺	平上	P:九青,S:二十三梗	第十一部
惼	上	S:十六铣	
愀	平上	P:十一尤,S:十七筱,S:二十五有	
愁	平	P:十一尤	第十二部
愃	上	S:十三阮	
愆	平	P:一先	第七部
愈	平上	P:七虞,S:七麌	第四部
愉	平	P:七虞	第四部
愊	入	R:十三职	
愍	上	S:十一轸	
愎	入	R:十三职	
意	去入	Q:四寘,R:十三职	第三部
愐	上	S:十六铣	
愒	去入	Q:八霁,Q:九泰,R:九屑	
愓	入	R:十二锡	
愔	平	P:十二侵	第十三部
愕	入	R:十药	
愚	平	P:七虞	第四部
感	上	S:二十七感	第十四部
愠	去	Q:十三问	第六部
愤	上	S:十二吻	第六部
愦	去	Q:十一队	
愧	去	Q:四寘	第三部
愫	去	Q:七遇	第四部
愮	平	P:二萧	
愲	入	R:六月	
愶	入	R:十七洽	
愿	去	Q:十四愿	第七部
慁	去	Q:十四愿	
慅	平	P:四豪	
慆	平	P:四豪	
慈	平	P:四支	第三部
慉	入	R:一屋	
慊	上入	S:二十八琰,R:十六叶	
慌	平上	P:七阳,S:二十二养	第二部
慎	去	Q:十二震	第六部
慑	入	R:十六叶	第十八部
慓	上去	S:十七筱,Q:十八啸	
慕	去	Q:七遇	第四部
慝	入	R:十三职	第十七部
慞	平	P:七阳	
慢	去	Q:十六谏	第七部
慥	去	Q:二十号	
慧	去	Q:八霁	第三部
慨	去	Q:十一队	第五部
慬	平	P:十二文	
慭	去	Q:十二震	
慰	去	Q:五未	第三部
慱	平	P:十四寒	
慲	平	P:十四寒	
慵	平	P:二冬	第一部
慷	平上	P:七阳,S:二十二养	第二部
憀	平	P:二萧	
憃	平	P:二冬,P:三江	
憎	平	P:十蒸	第十一部
憓	去	Q:八霁	
憔	平	P:二萧	第八部
憝	去	Q:十一队	
憢	平	P:二萧	
憧	平去	P:二冬,Q:三绛	
憨	平去	P:十三覃,Q:二十八勘	第十四部
憩	去	Q:八霁	第三部
憪	平	P:十五删	
憬	上	S:二十三梗	第十一部
憭	上	S:十七筱	
憯	上	S:二十七感	
憰	入	R:九屑	
憴	平	P:十蒸	
憸	平上	P:十四盐,S:二十八琰	
憺	上去	S:二十七感,Q:二十八勘	
憾	去	Q:二十八勘	第十四部
憿	平	P:二萧	
懁	平	P:一先	
懂	上	S:一董	第一部
懆	上去	S:十九皓,Q:二十号	
懈	去	Q:十卦	第五部
懊	上去	S:十九皓,Q:二十号	第八部
懋	去	Q:二十六宥	第十二部
懑	上	S:十三阮,S:十四旱	第七部
懒	上	S:十四旱	第七部
懔	上	S:二十六寝	第十三部
懘	去	Q:八霁	
懠	平去	P:八齐,Q:八霁	
懥	去	Q:四寘	
懦	平去	P:七虞,Q:二十一个	第九部
懪	入	R:三觉	
懫	去	Q:四寘	
懭	上	S:二十三梗	
懮	平	P:十一尤	
懰	上	S:二十五有	
懵	平上	P:一东,P:二冬,S:一董	
懻	去	Q:四寘	
懿	去	Q:四寘	第三部
戁	上	S:十五潸	
戄	入	R:十药	
戆	去	Q:三绛	第二部
戈	平	P:五歌	第九部
戊	去	Q:二十六宥	第十二部
戋	平	P:一先	
戌			第十七部
戍	去入	Q:七遇,R:四质	第四部
戎	平	P:一东	第一部
戏	平去	P:四支,Q:四寘	第三部
成	平	P:八庚	第十一部
我	上	S:二十哿	第九部
戒	去	Q:十卦	第五部
戕	平	P:七阳	
或	入	R:十三职	第十七部
战	去	Q:十七霰	第七部
戙	平	P:一东	
戚	入	R:十二锡	第十七部
戛	入	R:八黠	第十八部
戟	入	R:十一陌	第十七部
戡	平	P:十三覃	第十四部
戢	入	R:十四缉	第十七部
戣	平	P:四支	
截	入	R:九屑	第十八部
戬	上	S:十六铣	
戭	上	S:十六铣	
戮	入	R:一屋	第十五部
戴	去	Q:十一队	第五部
户	上	S:七麌	第四部
戺	上	S:四纸	
戽	去	Q:七遇	
戾	去	Q:八霁	第三部
房	平	P:七阳	第二部
所	上	S:六语	第四部
扁	平上	P:一先,S:十六铣	第七部
扂	上	S:二十八琰	
扃	平	P:九青	第十一部
扆	上	S:五尾	
扇	平去	P:一先,Q:十七霰	第七部
扈	上	S:七麌	第四部
扉	平去	P:五微,Q:五未	第三部
手	上	S:二十五有	第十二部
才	平	P:十灰,P:十五咸	第五部
扎	入	R:八黠	第十八部
扐	入	R:十三职	
扑	入	R:一屋	第十五部
打	上	S:二十一马,S:二十三梗	第十部,第十一部
扔	平	P:十蒸	
托	入	R:十药	第十六部
扛	平	P:三江	第二部
扢	入	R:五物,R:六月	
扣	上去	S:二十五有,Q:二十六宥	第十二部
扤	入	R:六月	
执	入	R:十四缉	第十七部
扩	入	R:十药	第十六部
扪	平	P:十三元	第六部
扫			第八部
扬	平	P:七阳	第二部
扭	上	S:二十五有	第十二部
扮	去	Q:十六谏	第七部
扯	上	S:二十一马	
扰	上	S:十七筱	第八部
扱	入	R:十七洽	
扳	平	P:十五删	
扴	入	R:八黠	
扶	平	P:七虞	第四部
批	平入	P:八齐,R:九屑	第三部,第十八部
扼	去入	Q:十卦,R:九屑,R:十一陌	第十七部
承	平	P:十蒸	第十一部
技	上	S:四纸	第三部
抃	去	Q:十七霰	
抄			第八部
抆	上去	S:十二吻,Q:十三问	第六部
抇	入	R:六月	
抈	入	R:六月	
抉	入	R:九屑	第十八部
把	上	S:二十一马	第十部
抌	平	P:十一尤	
抑	入	R:十三职	第十七部
抒	上	S:六语	第四部
抓	平上去	P:三肴,P:六麻,S:十八巧,Q:十九效	第八部,第十部
抔	平	P:十灰,P:十一尤	第十二部
投	平	P:十一尤	第十二部
抖	上	S:二十五有	第十二部
抗	去	Q:二十三漾	第二部
折	平入	P:八齐,R:九屑,R:十六叶	第十八部
抚	上	S:七麌	第四部
抛	平	P:三肴	第八部
抟	平	P:十四寒	第七部
抠	平	P:十一尤	第十二部
抡	平	P:十一真,P:十三元	第六部
抢	平上	P:七阳,S:二十二养	第二部
护	去	Q:七遇	第四部
报	去	Q:二十号	第八部
抨	平	P:八庚	
抪	去	Q:七遇	
披	平	P:四支	第三部
抬	平	P:十灰	第五部
抱	上去	S:十九皓,Q:二十号	第八部
抵	上	S:四纸,S:八荠	第三部
抶	入	R:四质	
抹	入	R:七曷	第十八部
押	入	R:十七洽	第十九部
抽	平	P:十一尤	第十二部
抾	入	R:十五合	
拂	入	R:五物	第十八部
拄	上	S:七麌	第四部
担	平去	P:十三覃,Q:二十八勘	第十四部
拆	入	R:十一陌	第十七部
拇	上	S:二十五有	第十二部
拈	平	P:十四盐	第十四部
拉	入	R:十五合	第十九部
拊	上	S:七麌	第四部
拌	平上	P:十四寒,S:十四旱	第七部
拍	入	R:十一陌	
拏	平	P:七虞,P:六麻	
拐	上	S:九蟹	第五部
拒	上	S:六语	第四部
拓	入	R:十药,R:十一陌,R:十五合	第十六部,第十九部
拔	去入	Q:十一队,R:七曷,R:八黠	第十八部
拖	平	P:五歌	第九部
拗	上去	S:十八巧,Q:十九效	第八部
拘	平	P:七虞	第四部
拙	入	R:九屑	第十八部
招	平	P:二萧	第八部
拜	去	Q:十卦	第五部
拟	上	S:四纸	第三部
拢	平上	P:三江,S:一董	第一部
拣	上去	S:十五潸,Q:十七霰	第七部
拥	上	S:二肿	第一部
拦	平	P:十四寒	第七部
拨	入	R:七曷	第十八部
择	入	R:十一陌	第十七部
拫	平	P:十三元	
括	入	R:七曷	第十八部
拭	入	R:十三职	第十七部
拮	入	R:四质,R:九屑	第十八部
拯	上	S:二十四迥	第十一部
拱	上去	S:二肿,Q:二宋	第一部
拲	上	S:二肿	
拳	平	P:一先	第七部
拴	平	P:一先	第七部
拷	上	S:十九皓	第八部
拼	平去	P:十四寒,Q:十三问,Q:十七霰	第六部,第七部
拽	去入	Q:八霁,R:九屑	第十八部
拾	入	R:十四缉,R:十六叶	第十七部
拿			第十部
持	平	P:四支	第三部
挂	去	Q:八霁,Q:十卦	第十部
挃	入	R:四质	
指	上	S:四纸	第三部
挈	入	R:九屑	第十八部
按	去	Q:十五翰	第七部
挍	去	Q:十九效	
挏	上	S:一董	
挐	平	P:六鱼	
挑	平上	P:二萧,P:四豪,S:十七筱	第八部
挚	去	Q:四寘	第三部
挛	平	P:一先	第七部
挝	平	P:六麻	第十部
挞	入	R:七曷	第十八部
挟	入	R:十六叶	第十八部
